respondent_id,xyz_vaccine,seasonal_vaccine
0,0.08726943273266016,0.015219481723294145
1,0.15746554579646763,0.43332490049290073
2,0.22113977150621253,0.22512622646385771
3,0.6061209749930123,0.10883278671661681
4,0.11644228993546453,0.1007870799829249
5,0.13487101480996957,0.06140173210497805
6,0.38209184459207524,0.07397936199977707
7,0.2944516124790561,0.11164256017362759
8,0.3824826243935956,0.39363393209650294
9,0.15999360130291948,0.16618083736639785
10,0.2240215772259238,0.09629361875600252
11,0.1630714342113747,0.11908950490101716
12,0.015877592905122972,0.17320298432156755
13,0.7355619720435417,0.5733611642307852
14,0.04833955486541569,0.1221277905530494
15,0.11463547575845467,0.7737739818270858
16,0.04747051233528211,0.046101401260801984
17,0.16296590352992135,0.17769553749037006
18,0.07991368132602149,0.1392559188682424
19,0.051965233335160566,0.1303816634164625
20,0.07064375634539449,0.09478128868539089
21,0.3310354762327823,0.7129089792340192
22,0.2951636855925817,0.0268687136980873
23,0.220821718331743,0.5145562170937897
24,0.03033637324469376,0.019526818997557094
25,0.2680869845342389,0.8869991343654541
26,0.059303622859081966,0.1313785679681173
27,0.3421988882595611,0.1073118617508382
28,0.8753539804472857,0.7068116807812259
29,0.20582210353545982,0.10178340903944356
30,0.8250440263040126,0.31999647836350414
31,0.05109883699641893,0.12710324534649872
32,0.057579524420845504,0.04887608981823932
33,0.19823872523098304,0.34383536622580685
34,0.12066050636261041,0.8005820343559501
35,0.21713607567517856,0.011163344835634647
36,0.1282521011671004,0.34811237139250323
37,0.0854005397796257,0.06944351351943519
38,0.11875893898258706,0.5184593405747172
39,0.816982949194731,0.12826871340687848
40,0.18851428748866753,0.29626612781229794
41,0.23680056296556737,0.07427788737041778
42,0.03009143459502781,0.07072140516425629
43,0.1397384105268612,0.7942111380568416
44,0.16738352196357142,0.049607811308763745
45,0.2446483094417921,0.06344191598607214
46,0.13926239875417248,0.2253208354643226
47,0.5948816611086389,0.17373394386015586
48,0.1271998405681878,0.06827583279136148
49,0.009782240066519064,0.24958287308571173
50,0.4480274939174526,0.5894211301165406
51,0.41086142827819677,0.06928017409949236
52,0.08377217129198376,0.09368054074918063
53,0.3467164178105464,0.0641976013353874
54,0.04905459550077143,0.11445103459621345
55,0.5390219848692861,0.08069758950089846
56,0.2834248734196664,0.11831174325387453
57,0.11875893898258706,0.036687998052295515
58,0.34961270906641634,0.21476106222120775
59,0.21505249308847393,0.12417782619015422
60,0.013528665248516168,0.21476106222120775
61,0.765697597765281,0.37344749665507365
62,0.2866090847356729,0.23680056296556737
63,0.054838224927618015,0.18297241956249208
64,0.37073679677894633,0.16642278889160783
65,0.24597198826450226,0.1213024268333425
66,0.9267494954631359,0.024344752879123147
67,0.4591732025219835,0.013270124588727858
68,0.0827203197918163,0.0609238520093682
69,0.23295957070962775,0.08377217129198376
70,0.4280993819258213,0.13439224743798148
71,0.5407300469176685,0.5610507224180279
72,0.01437524331482862,0.057283196126850185
73,0.1094838954783756,0.03968194337016577
74,0.63054301310962,0.08477092918501546
75,0.029111584755734634,0.2808454278609097
76,0.04894895382408178,0.14590419027027102
77,0.06307682529538061,0.06270422150155486
78,0.09722899036733805,0.5392141608938814
79,0.02598644294121658,0.13113667980779253
80,0.037257790584725,0.37282190439946455
81,0.021913804771276486,0.6911000249180841
82,0.0068754030085454,0.033465968778459
83,0.1459487716191926,0.12392993462444271
84,0.710580458598366,0.0945264988886247
85,0.1094838954783756,0.05570168187277919
86,0.030696643553323705,0.0049618323401818855
87,0.03654064231733466,0.028343611207431934
88,0.27461812341906533,0.9224625655480122
89,0.21475231675430317,0.09206709196372143
90,0.5466642201936439,0.8311056203284096
91,0.5232409884913808,0.1715017344917892
92,0.11999131105273043,0.34683768001989956
93,0.11999131105273043,0.09744839777204954
94,0.11928608433865298,0.03830579153731539
95,0.03669250538872037,0.40526980261364526
96,0.08043847491242373,0.17633962747111337
97,0.12730558070618977,0.18560250462844483
98,0.08668040505372959,0.038010447171876724
99,0.590199210436518,0.0739891491255232
100,0.1295731467104166,0.33030192805541364
101,0.4262301592649073,0.4216287326790081
102,0.07017662912934768,0.639382743424504
103,0.8311056203284096,0.09629361875600252
104,0.1579653960297137,0.12232868879811275
105,0.829092164376543,0.2840129453837511
106,0.6190695740946573,0.06580428388544135
107,0.03930277182339109,0.31992698212741005
108,0.07169999281758722,0.39307768592353826
109,0.08998774728405337,0.4686568562943103
110,0.19586953102280655,0.251860609420754
111,0.051894577204292754,0.7388115730388399
112,0.06843203502197583,0.16346765270005426
113,0.13192407710710893,0.8230886478437576
114,0.12165152152837398,0.122241527932413
115,0.1213024268333425,0.02077158216663038
116,0.06307682529538061,0.12850820259923273
117,0.08589565115181502,0.617130330014999
118,0.3362496147149909,0.04198100828702816
119,0.15622648146238824,0.2396368507159263
120,0.5924124157028585,0.03825603930923313
121,0.05394746956629221,0.21554521599666
122,0.11709432590831437,0.826257289215218
123,0.5437738685659379,0.5894211301165406
124,0.08442633240051554,0.15880011401046193
125,0.22098896991533137,0.7869468397734837
